Date,Holiday,special_day,Avg_Temp,Max_Temp,Min_Temp,Season,Month,Day,Lunch_Main_Dish,Dinner_Main_Dish,Lunch_Count,Dinner_Count,MainMenu
2016-02-01,2016,0,-6.0,-1.0,-9.1,겨울,2,월,쇠불고기,자반고등어구이,1039,331,쇠불고기 / 자반고등어구이
2016-02-02,2016,0,-5.3,0.9,-10.0,겨울,2,화,가자미튀김,유산슬,867,560,가자미튀김 / 유산슬
2016-02-03,2016,0,-2.4,4.0,-8.3,겨울,2,수,치킨핑거,황태양념구이,1017,573,치킨핑거 / 황태양념구이
2016-02-04,2016,0,-0.7,3.9,-4.0,겨울,2,목,주꾸미볶음,멕시칸샐러드,978,525,주꾸미볶음 / 멕시칸샐러드
2016-02-05,2016,0,-2.2,3.4,-6.8,겨울,2,금,돈육씨앗강정,닭갈비,925,330,돈육씨앗강정 / 닭갈비
2016-02-11,2016,0,8.1,13.5,1.6,겨울,2,목,훈제오리구이,군만두,1045,550,훈제오리구이 / 군만두
2016-02-12,2016,0,8.4,10.0,6.8,겨울,2,금,돈육굴소스볶음,미니함박,909,598,돈육굴소스볶음 / 미니함박
2016-02-15,2016,0,-5.8,-2.3,-10.0,겨울,2,월,닭감자조림,등갈비김치찜,1268,672,닭감자조림 / 등갈비김치찜
2016-02-16,2016,0,-2.7,1.1,-6.7,겨울,2,화,탕수어,쇠불고기,1014,523,탕수어 / 쇠불고기
2016-02-17,2016,0,0.0,5.4,-5.2,겨울,2,수,쇠고기장조림,새우또띠아,916,588,쇠고기장조림 / 새우또띠아
2016-02-19,2016,0,2.3,4.4,0.1,겨울,2,금,마늘간장치킨,김치전,763,597,마늘간장치킨 / 김치전
2016-02-22,2016,0,1.1,4.2,-2.2,겨울,2,월,갈치구이,떡갈비조림,1298,645,갈치구이 / 떡갈비조림
2016-02-23,2016,0,0.7,4.5,-4.5,겨울,2,화,돈육간장볶음,해물까스&타르타르소스,899,610,돈육간장볶음 / 해물까스&타르타르소스
2016-02-24,2016,0,-3.0,2.2,-6.8,겨울,2,수,소세지피망볶음,매운돼지갈비찜,1022,514,소세지피망볶음 / 매운돼지갈비찜
2016-02-25,2016,0,-0.2,5.7,-5.8,겨울,2,목,닭갈비,교자만두,917,531,닭갈비 / 교자만두
2016-02-26,2016,0,2.2,7.5,-3.2,겨울,2,금,오징어볶음,삼치구이,766,585,오징어볶음 / 삼치구이
2016-02-29,2016,0,-3.8,-1.1,-5.9,겨울,2,월,제육볶음,꽁치한마리구이,869,344,제육볶음 / 꽁치한마리구이
2016-03-02,2016,0,3.1,8.1,-2.2,봄,3,수,주꾸미볶음,버섯불고기,1127,631,주꾸미볶음 / 버섯불고기
2016-03-03,2016,0,8.1,13.9,4.4,봄,3,목,탕수육,떡볶이,1000,473,탕수육 / 떡볶이
2016-03-04,2016,0,13.2,20.3,6.4,봄,3,금,가자미튀김,미트볼조림,837,673,가자미튀김 / 미트볼조림
2016-03-07,2016,0,8.1,12.2,4.8,봄,3,월,닭갈비,돈육굴소스볶음,1326,625,닭갈비 / 돈육굴소스볶음
2016-03-08,2016,0,2.7,7.0,-1.4,봄,3,화,고등어김치말이,수제고로케*케찹,1026,609,고등어김치말이 / 수제고로케*케찹
2016-03-09,2016,0,0.3,5.3,-2.7,봄,3,수,돈육장조림,생선까스*탈탈소스,901,523,돈육장조림 / 생선까스*탈탈소스
2016-03-10,2016,0,-1.1,3.1,-4.3,봄,3,목,닭데리야끼조림,개성감자만두,847,525,닭데리야끼조림 / 개성감자만두
2016-03-11,2016,0,-0.5,4.6,-5.5,봄,3,금,수제돈가스,코다리무조림,728,591,수제돈가스 / 코다리무조림
2016-03-14,2016,0,4.7,9.6,1.3,봄,3,월,돈육고추장볶음,간장찜닭,1286,586,돈육고추장볶음 / 간장찜닭
2016-03-15,2016,0,5.2,12.4,-1.0,봄,3,화,소불고기,참치야채전,958,545,소불고기 / 참치야채전
2016-03-16,2016,0,7.5,13.8,2.7,봄,3,수,미니채소떡갈비,해물청경채볶음,998,531,미니채소떡갈비 / 해물청경채볶음
2016-03-17,2016,0,9.3,14.7,2.0,봄,3,목,탕수어,미니햄버거,832,548,탕수어 / 미니햄버거
2016-03-18,2016,0,13.4,20.1,8.8,봄,3,금,훈제오리구이,임연수찜,757,521,훈제오리구이 / 임연수찜
2016-03-21,2016,0,9.9,16.1,5.5,봄,3,월,버섯불고기,아귀콩나물찜,1030,605,버섯불고기 / 아귀콩나물찜
2016-03-22,2016,0,8.0,13.8,3.5,봄,3,화,코다리강정,찹쌀순대볶음,917,585,코다리강정 / 찹쌀순대볶음
2016-03-23,2016,0,8.2,13.8,3.8,봄,3,수,치킨텐더*요거트D,동그랑땡전,963,544,치킨텐더*요거트D / 동그랑땡전
2016-03-24,2016,0,7.2,12.7,1.6,봄,3,목,쇠고기장조림,군만두,876,507,쇠고기장조림 / 군만두
2016-03-25,2016,0,7.1,12.6,2.1,봄,3,금,자반고등어구이,누룽지탕수육,861,523,자반고등어구이 / 누룽지탕수육
2016-03-28,2016,0,9.8,17.4,2.3,봄,3,월,닭갈비,유산슬,1193,637,닭갈비 / 유산슬
2016-03-29,2016,0,11.3,17.1,7.6,봄,3,화,주꾸미볶음,돈육씨앗강정,892,465,주꾸미볶음 / 돈육씨앗강정
2016-03-30,2016,0,11.5,18.3,7.0,봄,3,수,오징어튀김,등갈비김치찜,1033,463,오징어튀김 / 등갈비김치찜
2016-03-31,2016,0,13.5,21.4,6.0,봄,3,목,돈육굴소스볶음,또띠아피자,781,526,돈육굴소스볶음 / 또띠아피자
2016-04-01,2016,0,15.3,23.8,7.3,봄,4,금,갈치조림,순살깐풍기,661,591,갈치조림 / 순살깐풍기
2016-04-04,2016,0,12.3,19.8,5.1,봄,4,월,쇠불고기,고등어조림,1237,614,쇠불고기 / 고등어조림
2016-04-05,2016,0,11.4,18.1,5.9,봄,4,화,오징어볶음*소면,감자치즈구이,840,555,오징어볶음*소면 / 감자치즈구이
2016-04-06,2016,0,14.4,22.9,6.6,봄,4,수,제육볶음,찜닭,876,492,제육볶음 / 찜닭
2016-04-07,2016,0,14.1,20.6,10.5,봄,4,목,매운돼지갈비찜,야채튀김,853,524,매운돼지갈비찜 / 야채튀김
2016-04-08,2016,0,11.1,18.7,7.8,봄,4,금,순살양념치킨,미니함박,764,542,순살양념치킨 / 미니함박
2016-04-11,2016,0,12.5,19.4,5.7,봄,4,월,훈제오리구이,가자미찜,1225,536,훈제오리구이 / 가자미찜
2016-04-12,2016,0,14.1,19.4,10.3,봄,4,화,쇠고기단호박조림,떡볶이,771,500,쇠고기단호박조림 / 떡볶이
2016-04-15,2016,0,15.0,23.1,8.1,봄,4,금,닭데리야끼조림,수제돈가스,579,582,닭데리야끼조림 / 수제돈가스
2016-04-18,2016,0,11.2,18.6,7.1,봄,4,월,돈육강정,유산슬,1120,525,돈육강정 / 유산슬
2016-04-19,2016,0,12.0,19.2,6.5,봄,4,화,꽁치한마리구이,새싹피자,980,449,꽁치한마리구이 / 새싹피자
2016-04-20,2016,0,14.3,20.9,10.1,봄,4,수,매콤떡갈비조림,닭볶음탕,849,504,매콤떡갈비조림 / 닭볶음탕
2016-04-21,2016,0,13.5,16.9,10.3,봄,4,목,쇠고기볶음,해물까스*탈탈소스,940,531,쇠고기볶음 / 해물까스*탈탈소스
2016-04-22,2016,0,13.5,18.6,10.1,봄,4,금,등갈비김치찜,탕수어,698,557,등갈비김치찜 / 탕수어
2016-04-25,2016,0,17.2,25.3,10.2,봄,4,월,돈간장불고기,순살깐풍기,1227,528,돈간장불고기 / 순살깐풍기
2016-04-26,2016,0,21.1,29.6,12.1,봄,4,화,주꾸미볶음,쇠고기퀘사디아,795,568,주꾸미볶음 / 쇠고기퀘사디아
2016-04-27,2016,0,17.2,20.7,14.5,봄,4,수,궁중떡찜,코다리무조림,1028,490,궁중떡찜 / 코다리무조림
2016-04-28,2016,0,17.2,23.0,12.4,봄,4,목,양념파닭,가쯔오장국,811,508,양념파닭 / 가쯔오장국
2016-04-29,2016,0,16.2,22.6,10.9,봄,4,금,미트볼조림,고추잡채*꽃빵,652,507,미트볼조림 / 고추잡채*꽃빵
2016-05-02,2016,0,21.1,28.4,16.5,봄,5,월,닭갈비,고추장불고기,1242,551,닭갈비 / 고추장불고기
2016-05-03,2016,0,12.9,17.6,8.9,봄,5,화,모둠장조림,탕수육,964,515,모둠장조림 / 탕수육
2016-05-04,2016,0,15.7,20.6,10.2,봄,5,수,오징어볶음,수제미니햄버거,723,636,오징어볶음 / 수제미니햄버거
2016-05-09,2016,0,20.2,25.4,16.3,봄,5,월,훈제오리구이,가자미튀김,1216,591,훈제오리구이 / 가자미튀김
2016-05-10,2016,0,14.5,18.1,12.5,봄,5,화,버섯불고기,찹쌀순대볶음,1008,519,버섯불고기 / 찹쌀순대볶음
2016-05-11,2016,0,16.4,23.5,10.4,봄,5,수,돈육칠리강정,해물누룽지탕,915,423,돈육칠리강정 / 해물누룽지탕
2016-05-12,2016,0,17.8,24.0,12.1,봄,5,목,찜닭,멕시칸샐러드,753,532,찜닭 / 멕시칸샐러드
2016-05-13,2016,0,18.6,25.4,12.7,봄,5,금,매운돼지갈비찜,코다리강정,761,517,매운돼지갈비찜 / 코다리강정
2016-05-16,2016,0,15.9,21.9,10.8,봄,5,월,돈육굴소스볶음,주꾸미볶음,1180,594,돈육굴소스볶음 / 주꾸미볶음
2016-05-17,2016,0,19.3,26.6,10.9,봄,5,화,고등어김치말이,떡볶이,899,633,고등어김치말이 / 떡볶이
2016-05-18,2016,0,22.3,29.5,13.5,봄,5,수,치킨핑거,황태양념구이,856,456,치킨핑거 / 황태양념구이
2016-05-19,2016,0,24.3,31.9,16.3,봄,5,목,미니채소떡갈비,사천식탕수육,898,529,미니채소떡갈비 / 사천식탕수육
2016-05-20,2016,0,24.0,31.6,16.8,봄,5,금,닭오븐구이,꽁치허브구이,653,487,닭오븐구이 / 꽁치허브구이
2016-05-23,2016,0,23.3,29.4,18.3,봄,5,월,쇠고기불고기,데리야끼파닭,1160,613,쇠고기불고기 / 데리야끼파닭
2016-05-24,2016,0,16.8,21.8,15.4,봄,5,화,꼬지삼색전,고구마치즈구이,1107,465,꼬지삼색전 / 고구마치즈구이
2016-05-25,2016,0,19.7,24.4,15.3,봄,5,수,탕수어,등갈비김치찜,938,454,탕수어 / 등갈비김치찜
2016-05-26,2016,0,19.4,22.9,17.5,봄,5,목,갈치구이,춘권*칠리소스,783,520,갈치구이 / 춘권*칠리소스
2016-05-27,2016,0,20.9,27.1,14.8,봄,5,금,닭양념조림,돈육청경채볶음,660,493,닭양념조림 / 돈육청경채볶음
2016-05-30,2016,0,22.1,28.9,16.9,봄,5,월,누룽지탕수육,미니함박조림,1231,631,누룽지탕수육 / 미니함박조림
2016-05-31,2016,0,21.6,27.6,17.4,봄,5,화,닭갈비,수제고로케*케찹,921,535,닭갈비 / 수제고로케*케찹
2016-06-01,2016,0,23.3,29.9,17.1,여름,6,수,오징어튀김,고추장불고기,916,490,오징어튀김 / 고추장불고기
2016-06-02,2016,0,23.2,29.1,17.2,여름,6,목,모둠장조림,고추잡채*꽃빵,850,483,모둠장조림 / 고추잡채*꽃빵
2016-06-03,2016,0,22.2,27.7,17.6,여름,6,금,찜닭,수제돈까스,721,548,찜닭 / 수제돈까스
2016-06-07,2016,0,21.7,25.9,19.6,여름,6,화,돈육굴소스볶음,미트볼케찹조림,1244,629,돈육굴소스볶음 / 미트볼케찹조림
2016-06-08,2016,0,22.1,27.7,18.2,여름,6,수,순살깐풍기,자반고등어구이,931,500,순살깐풍기 / 자반고등어구이
2016-06-09,2016,0,24.1,31.3,17.8,여름,6,목,돼지갈비찜,오징어무침,829,506,돼지갈비찜 / 오징어무침
2016-06-10,2016,0,24.6,31.3,20.2,여름,6,금,오징어볶음,버섯불고기,697,509,오징어볶음 / 버섯불고기
2016-06-13,2016,0,23.5,29.6,19.4,여름,6,월,제육볶음,삼치데리야끼구이,1243,590,제육볶음 / 삼치데리야끼구이
2016-06-14,2016,0,23.8,29.5,19.7,여름,6,화,닭양념조림,훈제오리냉채,973,593,닭양념조림 / 훈제오리냉채
2016-06-15,2016,0,20.9,24.5,17.4,여름,6,수,떡갈비조림,해물청경채볶음,984,535,떡갈비조림 / 해물청경채볶음
2016-06-16,2016,0,20.9,24.9,18.6,여름,6,목,가자미양념찜,치킨핑거*요거트D,800,524,가자미양념찜 / 치킨핑거*요거트D
2016-06-17,2016,0,23.8,29.1,18.6,여름,6,금,돈육강정,유산슬,694,484,돈육강정 / 유산슬
2016-06-20,2016,0,24.7,30.7,19.6,여름,6,월,레몬탕수육,쇠불고기,1146,585,레몬탕수육 / 쇠불고기
2016-06-21,2016,0,26.0,31.3,21.0,여름,6,화,간장치킨,콘샐러드,1091,645,간장치킨 / 콘샐러드
2016-06-22,2016,0,24.3,30.2,20.9,여름,6,수,돈삼겹보쌈,찹쌀순대볶음,1022,467,돈삼겹보쌈 / 찹쌀순대볶음
2016-06-23,2016,0,24.7,29.4,19.6,여름,6,목,매콤낙지볶음,양송이스프,877,588,매콤낙지볶음 / 양송이스프
2016-06-24,2016,0,23.1,25.7,21.1,여름,6,금,목살데리야끼구이,해물누룽지탕,805,475,목살데리야끼구이 / 해물누룽지탕
2016-06-27,2016,0,24.4,29.5,19.9,여름,6,월,훈제오리구이,모둠장조림,1142,609,훈제오리구이 / 모둠장조림
2016-06-28,2016,0,24.7,29.7,20.4,여름,6,화,고등어구이,탕수만두,917,535,고등어구이 / 탕수만두
2016-06-29,2016,0,25.3,30.2,20.9,여름,6,수,간장돼지갈비찜,아귀콩나물찜,820,487,간장돼지갈비찜 / 아귀콩나물찜
2016-06-30,2016,0,24.6,26.9,23.0,여름,6,목,닭오븐구이,감자버터구이,886,446,닭오븐구이 / 감자버터구이
2016-07-01,2016,0,24.0,26.6,22.0,여름,7,금,유자청제육볶음,깐풍기,879,513,유자청제육볶음 / 깐풍기
2016-07-04,2016,0,21.8,24.1,20.2,여름,7,월,버섯불고기,닭볶음탕,1292,582,버섯불고기 / 닭볶음탕
2016-07-05,2016,0,23.1,24.8,20.2,여름,7,화,꽁치김치말이찜,탕수어,952,551,꽁치김치말이찜 / 탕수어
2016-07-06,2016,0,22.9,26.9,20.3,여름,7,수,닭강정,오징어볶음,939,484,닭강정 / 오징어볶음
2016-07-07,2016,0,24.0,28.5,20.1,여름,7,목,갈치조림,단호박스프,857,494,갈치조림 / 단호박스프
2016-07-08,2016,0,27.3,32.4,21.2,여름,7,금,갈릭돈까스,고추잡채*꽃빵,863,534,갈릭돈까스 / 고추잡채*꽃빵
2016-07-11,2016,0,28.4,33.4,24.8,여름,7,월,돈육굴소스볶음,가자미튀김,1115,630,돈육굴소스볶음 / 가자미튀김
2016-07-12,2016,0,26.3,30.9,22.1,여름,7,화,순살파닭,수제핫도그,919,519,순살파닭 / 수제핫도그
2016-07-13,2016,0,26.3,29.5,23.2,여름,7,수,사천식탕수육,황태양념구이,866,483,사천식탕수육 / 황태양념구이
2016-07-14,2016,0,27.5,32.4,24.0,여름,7,목,매운주꾸미볶음,과일샐러드,781,550,매운주꾸미볶음 / 과일샐러드
2016-07-15,2016,0,26.2,29.2,23.7,여름,7,금,등갈비김치찜,쇠고기장조림,867,503,등갈비김치찜 / 쇠고기장조림
2016-07-18,2016,0,24.4,28.4,20.7,여름,7,월,돈육떡강정,고등어카레구이,1158,596,돈육떡강정 / 고등어카레구이
2016-07-19,2016,0,27.1,32.4,20.9,여름,7,화,목살데리야끼,너비아니*부추생채,888,424,목살데리야끼 / 너비아니*부추생채
2016-07-20,2016,0,28.6,32.9,24.0,여름,7,수,미트볼조림,치킨핑거,844,443,미트볼조림 / 치킨핑거
2016-07-21,2016,0,28.3,32.2,24.9,여름,7,목,고추장불고기,유산슬,733,446,고추장불고기 / 유산슬
2016-07-22,2016,0,29.1,34.1,25.3,여름,7,금,고구마치즈구이,깐풍기,661,501,고구마치즈구이 / 깐풍기
2016-07-25,2016,0,28.4,31.4,26.4,여름,7,월,불닭볶음,돈까스,1086,584,불닭볶음 / 돈까스
2016-07-26,2016,0,28.4,31.9,25.6,여름,7,화,미니채소떡갈비,오징어무침,927,582,미니채소떡갈비 / 오징어무침
2016-07-27,2016,1,27.6,28.9,26.7,여름,7,수,동파삼겹수육,닭볶음탕,872,423,동파삼겹수육 / 닭볶음탕
2016-07-28,2016,0,28.0,30.5,26.7,여름,7,목,훈제오리냉채,순대야채볶음,816,434,훈제오리냉채 / 순대야채볶음
2016-07-29,2016,0,26.3,28.4,23.4,여름,7,금,꽁치오븐구이,등뼈묵은지찜,671,472,꽁치오븐구이 / 등뼈묵은지찜
2016-08-01,2016,0,28.4,32.4,25.8,여름,8,월,갈치구이,소불고기,1055,510,갈치구이 / 소불고기
2016-08-02,2016,0,27.2,31.1,25.0,여름,8,화,꽃맛살볶음,모둠장조림,829,515,꽃맛살볶음 / 모둠장조림
2016-08-03,2016,0,29.1,34.2,24.0,여름,8,수,레몬탕수육,소고기퀘사디아,802,363,레몬탕수육 / 소고기퀘사디아
2016-08-04,2016,0,30.7,35.7,26.0,여름,8,목,닭데리야끼조림,떡볶이,671,456,닭데리야끼조림 / 떡볶이
2016-08-05,2016,0,31.2,36.0,26.5,여름,8,금,매콤돼지갈비찜,쭈꾸미볶음,641,448,매콤돼지갈비찜 / 쭈꾸미볶음
2016-08-08,2016,0,30.5,35.5,26.4,여름,8,월,유자청제육볶음,찜닭,1038,480,유자청제육볶음 / 찜닭
2016-08-09,2016,0,29.3,33.6,26.4,여름,8,화,미니함박조림,멕시칸샐러드,874,470,미니함박조림 / 멕시칸샐러드
2016-08-10,2016,0,29.4,34.8,26.1,여름,8,수,장어강정,해물청경채볶음,842,451,장어강정 / 해물청경채볶음
2016-08-11,2016,0,30.5,36.4,26.1,여름,8,목,삼겹살오븐구이,치킨텐더,845,530,삼겹살오븐구이 / 치킨텐더
2016-08-12,2016,0,30.4,35.9,26.4,여름,8,금,새우까스&탈탈소스,삼치된장구이,708,410,새우까스&탈탈소스 / 삼치된장구이
2016-08-16,2016,1,29.3,34.9,26.2,여름,8,화,고등어조림,과일샐러드,1023,561,고등어조림 / 과일샐러드
2016-08-17,2016,0,29.9,34.7,25.1,여름,8,수,오징어볶음,돈육굴소스볶음,924,465,오징어볶음 / 돈육굴소스볶음
2016-08-18,2016,0,29.9,34.3,26.2,여름,8,목,갈릭돈가스,왕새우튀김,943,574,갈릭돈가스 / 왕새우튀김
2016-08-19,2016,0,28.9,33.2,26.6,여름,8,금,소고기숙주볶음,훈제오리/무쌈/양파절임,754,532,소고기숙주볶음 / 훈제오리/무쌈/양파절임
2016-08-22,2016,0,30.7,36.3,25.8,여름,8,월,고추잡채*꽃빵,돈육볶음,1266,729,고추잡채*꽃빵 / 돈육볶음
2016-08-23,2016,0,28.3,33.0,26.0,여름,8,화,칠리탕수육,허니버터옥수수,1145,563,칠리탕수육 / 허니버터옥수수
2016-08-24,2016,0,29.1,32.9,26.4,여름,8,수,닭볶음,등갈비김치찜,941,588,닭볶음 / 등갈비김치찜
2016-08-25,2016,0,27.1,32.2,24.0,여름,8,목,동태무조림,춘권,885,508,동태무조림 / 춘권
2016-08-26,2016,0,23.0,28.2,19.5,여름,8,금,마늘치킨,주꾸미볶음,813,489,마늘치킨 / 주꾸미볶음
2016-08-29,2016,0,22.2,27.1,17.4,여름,8,월,소불고기,닭갈비,1258,568,소불고기 / 닭갈비
2016-08-30,2016,0,20.6,24.5,17.9,여름,8,화,갈치구이,수제고로케*케찹,901,514,갈치구이 / 수제고로케*케찹
2016-08-31,2016,0,17.7,19.2,16.1,여름,8,수,계란말이,깐풍육,915,498,계란말이 / 깐풍육
2016-09-01,2016,0,23.2,28.6,15.8,가을,9,목,목살데리야끼,고구마치즈구이,953,468,목살데리야끼 / 고구마치즈구이
2016-09-02,2016,0,24.2,29.0,20.6,가을,9,금,닭찜,돈육장조림,832,460,닭찜 / 돈육장조림
2016-09-05,2016,0,26.4,31.1,23.0,가을,9,월,오징어볶음,제육볶음,1164,554,오징어볶음 / 제육볶음
2016-09-06,2016,0,24.7,29.0,21.0,가을,9,화,가자미카레튀김,멕시칸샐러드,784,560,가자미카레튀김 / 멕시칸샐러드
2016-09-07,2016,0,24.3,28.6,20.9,가을,9,수,돈육떡강정,닭오븐구이,926,504,돈육떡강정 / 닭오븐구이
2016-09-08,2016,0,23.0,26.5,21.5,가을,9,목,오리고추장볶음,새우까스*타르타르,758,548,오리고추장볶음 / 새우까스*타르타르
2016-09-09,2016,0,23.9,29.3,19.7,가을,9,금,유린기,자반고등어구이,682,485,유린기 / 자반고등어구이
2016-09-12,2016,0,23.4,27.5,21.4,가을,9,월,닭볶음,미니햄버거,924,504,닭볶음 / 미니햄버거
2016-09-13,2016,0,24.6,30.8,19.6,가을,9,화,매운돼지갈비찜,주꾸미볶음,820,238,매운돼지갈비찜 / 주꾸미볶음
2016-09-19,2016,0,21.9,27.8,18.2,가을,9,월,오리훈제고추장볶음,탕평채,1271,662,오리훈제고추장볶음 / 탕평채
2016-09-20,2016,0,20.6,26.8,15.4,가을,9,화,레몬탕수육,장어강정,1039,627,레몬탕수육 / 장어강정
2016-09-21,2016,0,20.2,25.3,14.3,가을,9,수,너비아니구이,쇠고기모둠장조림,1068,603,너비아니구이 / 쇠고기모둠장조림
2016-09-22,2016,0,21.9,27.2,17.5,가을,9,목,임연수찜,모듬떡볶이,891,533,임연수찜 / 모듬떡볶이
2016-09-23,2016,0,21.4,27.9,16.4,가을,9,금,소고기숙주볶음,수제돈까스,716,562,소고기숙주볶음 / 수제돈까스
2016-09-26,2016,0,23.6,28.9,19.7,가을,9,월,유자청돈육볶음,갈치조림,1185,710,유자청돈육볶음 / 갈치조림
2016-09-27,2016,0,21.0,23.8,19.1,가을,9,화,간장파닭,탕수어,1033,550,간장파닭 / 탕수어
2016-09-28,2016,0,19.9,21.8,18.7,가을,9,수,샐러드파스타,미니채소떡갈비,1128,591,샐러드파스타 / 미니채소떡갈비
2016-09-29,2016,0,20.4,24.8,18.2,가을,9,목,돈육장조림,오징어무침,1044,622,돈육장조림 / 오징어무침
2016-09-30,2016,0,20.5,23.5,17.7,가을,9,금,꽁치한마리구이,돈육강정,843,539,꽁치한마리구이 / 돈육강정
2016-10-04,2016,0,22.0,29.0,15.6,가을,10,화,버섯불고기,닭볶음,1262,902,버섯불고기 / 닭볶음
2016-10-05,2016,0,21.1,27.2,17.5,가을,10,수,매운주꾸미볶음,미니함박조림,1336,905,매운주꾸미볶음 / 미니함박조림
2016-10-06,2016,0,18.0,23.5,13.6,가을,10,목,한방소갈비찜,군만두,1196,352,한방소갈비찜 / 군만두
2016-10-07,2016,0,19.7,24.8,16.5,가을,10,금,표고돈육탕수,코다리엿장조림,843,554,표고돈육탕수 / 코다리엿장조림
2016-10-10,2016,0,14.0,21.4,7.4,가을,10,월,오징어볶음,돈육굴소스볶음,1180,546,오징어볶음 / 돈육굴소스볶음
2016-10-11,2016,0,15.4,21.1,10.0,가을,10,화,목살스테이크,궁중떡볶음,1014,522,목살스테이크 / 궁중떡볶음
2016-10-12,2016,0,15.5,20.7,11.4,가을,10,수,생선커틀릿,닭오븐구이,951,527,생선커틀릿 / 닭오븐구이
