Lunch_Rice_full,Lunch_Soup_,,Lunch_Main_Dish,Lunch_Main_Dish_Kcal,Lunch_Side_Dish_1,Lunch_Side_Dish_1_Kcal,Lunch_Side_Dish_2,Lunch_Side_Dish_2_Kcal,Lunch_Drink,Lunch_Drink_Kcal,Lunch_Kimchi,Lunch_Kimchi_Kcal,Lunch_side_Dish_3,Lunch_side_Dish_3_Kcal,Dinner_Rice,Dinner_Rice_Kcal,Dinner_Soup,Dinner_Soup_Kcal,Dinner_Main_Dish,Dinner_Main_Dish_Kcal,Dinner_Side_Dish_1,Dinner_Side_Dish_1_Kcal,Dinner_Side_Dish_2,Dinner_Side_Dish_2_Kcal,Dinner_Side_Dish_3,Dinner_Side_Dish_3_Kcal,Dinner_Drink,Dinner_Drink_Kcal,Dinner_Kimchi,Dinner_Kimchi_Kcal,,Lunch_Rice,Lunch_Rice_Kcal,,Lunch_Soup,Lunch_Soup_Kcal
,"민물새우찌개,250 kcal",,동파육,400 kcal,꽈리고추어묵볶음,150 kcal,깻잎찜,35,,,,,,,,,올갱이아욱국,150,버섯탕수,250,코다리엿장조림,280,,,쫑상추무침,25,,,,,,,,,민물새우찌개,250 kcal
,"새알미역국,180 kcal",,주꾸미떡볶음,300 kcal,부추깻잎전,200 kcal,오이사과무침,25,,,,,,,,,황태무채국,150,고등어김치말이,280,핫도그/음료,350,,,단무지/음료,50,,,,,,,,,새알미역국,180 kcal
,"쇠고기매운버섯국,250 kcal",,생선까스,450 kcal,언양식불고기,250 kcal,진미채무침,70,,,,,,,,,옛날왕돈까스,700,삼겹살구이,400,잔멸치볶음,180,,,호박반달나물,30,,,,,,,,,쇠고기매운버섯국,250 kcal
,"청양된장찌개,270 kcal",,매운닭찜,320 kcal,비빔메밀국수,250 kcal,모듬쌈,40,,,,,,,,,대구매운탕,200,순대오징어볶음,250,새우또띠아,250,,,청경채사과무침,35,,,,,,,,,청양된장찌개,270 kcal
,"동태탕,260 kcal",,소갈비찜,400 kcal,두반장감자볶음,180 kcal,실곤약무침,20,,,,,,,,,홍합탕,150,고등어구이,330,녹두전(김치),250,,,풋마늘대무침,25,,,,,,,,,동태탕,260 kcal
,"들깨무채국,180 kcal",,언양식불고기*양파채,320 kcal,주꾸미초무침,150 kcal,물미역무침,20,,,,,,,,,냉이된장국,220,케이준샐러드,180,호빵/식혜,180,,,하와이안샐러드,120,,,,,,,,,들깨무채국,180 kcal
,"소고기된장찌개,250 kcal",,스위트칠리미트볼,350 kcal,무쌈말이,50 kcal,보름나물/김구이,30,,,,,,,,,버섯매운국,180,짬뽕불고기,350,들깨버섯무침,180,,,음료/오렌지,80,,,,,,,,,소고기된장찌개,250 kcal
,"달래된장국,150 kcal",,소고기낙지볶음,320 kcal,씨리얼과일샐러드,150 kcal,도라지오이생채,30,,,,,,,,,소고기매운국,200,쫄면야채무침,250,고구마치즈구이,220,,,홍어채무침,50,,,,,,,,,달래된장국,150 kcal
,"청량된장찌개,260 kcal",,낙지볶음,280 kcal,모듬버섯구이*초장,120 kcal,다시마쌈,20,,,,,,,,,도토리묵냉국,150,소고기모듬장조림,350,고등어카레구이,300,,,음료/락교,80,,,,,,,,,청량된장찌개,260 kcal
,"얼큰소고기국,280 kcal",,생선까스*탈탈소스,450 kcal,꽃맛살햄볶음,220 kcal,얼갈이나물,30,,,,,,,,,로제스파게티,500,볶음우동,400,훈제오리냉채,280,,,오이피클/마늘빵,80,,,,,,,,,얼큰소고기국,280 kcal
,"동태매운탕,300 kcal",,깐풍기,430 kcal,삼색묵무침,120 kcal,부추무침,25,,,,,,,,,삼계국밥,550,제육볶음(빨갛게),350,흑임자시금치샐러드,150,,,취나물된장무침,35,,,,,,,,,동태매운탕,300 kcal
,"쑥된장국,130 kcal",,언양식불고기,320 kcal,비엔나케찹볶음,220 kcal,치커리유자무침,35,,,,,,,,,완두콩스프,180,로제파스타,350,구운채소,150,,,고구마튀김/음료,150,,,,,,,,,쑥된장국,130 kcal
,"무청된장국,150 kcal",,팝콘치킨*데리마요,420 kcal,삼색꼬지전,200 kcal,톳무침,30,,,,,,,,,조랭이떡미역국,150,비빔메밀국수,300,꼬막찜,280,,,영양부추무침,30,,,,,,,,,무청된장국,150 kcal
,"조랭이떡국,220 kcal",,순살닭갈비,300 kcal,양잡피잡채,200 kcal,양파절임/오이부추무침,25,,,,,,,,,매운소고기국,200,동태콩나물찜,220,두부부침,220,,,모듬쌈,40,,,,,,,,,조랭이떡국,220 kcal
,"쇠고기매운국,280 kcal",,해물청경채볶음,300 kcal,갈치구이,300 kcal,돌나물무침,30,,,,,,,,,호박젓국찌개,220,가자미카레튀김,300,딸기드레싱샐러드,150,,,오복지무침,25,,,,,,,,,쇠고기매운국,280 kcal
,"찹쌀밥,210 kcal",,치킨커틀렛,450 kcal,연두부찜,100 kcal,무피클,20,,,,,,,,,미니우동,300,오징어순대볶음,250,김치전,250,,,깻잎찜,40,,,,,,,,,찹쌀밥,210 kcal
,"우무콩국,180 kcal",,콩나물불고기,280 kcal,감자전,200 kcal,봄동달래무침,30,,,,,,,,,호박새우젓국,220,유자청돈육볶음,300,크랜베리멸치볶음,180,,,땅콩조림/피클,90,,,,,,,,,우무콩국,180 kcal
,"미역오이냉국,70 kcal",,생선커틀렛,450 kcal,땅콩멸치볶음,180 kcal,고추간장지,25,,,,,,,,,매운쇠고기국,200,순살닭갈비,350,고구마그라탕,250,,,치커리무침/과일,50,,,,,,,,,미역오이냉국,70 kcal
,"연두부국,120 kcal",,훈제오리(마늘만),350 kcal,춘권*칠리소스,220 kcal,방풍나물,30,,,,,,,,,크림스프,180,치즈시즈닝치킨,350,부추호박전,250,,,오이생채/음료,50,,,,,,,,,연두부국,120 kcal
,"매운소고기무국,280 kcal",,매콤함박스테이크,320 kcal,두부구이*양념장,120 kcal,건새우마늘쫑볶음,70,,,,,,,,,들깨버섯국,220,미소장국,50,시금치흑임자샐러드,150,,,하루나무침,30,,,,,,,,,매운소고기무국,280 kcal
,"감자국,150 kcal",,훈제오리구이/쌈무,350 kcal,해물김치전,220 kcal,상추무침,25,,,,,,,,,미니짬뽕,400,갈치구이,330,어묵꽈리고추볶음,200,,,단무지/방울토마토,25,,,,,,,,,감자국,150 kcal
,"두부김치국,200 kcal",,돈육꽈리고추볶음,320 kcal,야채계란찜,150 kcal,바나나,90,,,,,,,,,해물수제비,400,쇠고기숙주볶음,300,메쉬드포테이토,250,,,오이미역무침,30,,,,,,,,,두부김치국,200 kcal
,"매운버섯국,220 kcal",,간장찜닭,350 kcal,파스타샐러드,250 kcal,크래미숙주무침,40,,,,,,,,,민물새우찌개,250,크림카레우동,400,두부찜,220,,,무피클/바나나,50,,,,,,,,,매운버섯국,220 kcal
,"떡만두국,250 kcal",,오리불고기,350 kcal,녹두김치전,200 kcal,파채상추무침,25,,,,,,,,,들깨시래기국,220,주꾸미떡볶음,300,푸실리샐러드,180,,,키위드레싱샐러드,80,,,,,,,,,떡만두국,250 kcal
,"새알만두국,250 kcal",,탕수만두,450 kcal,콩나물동태찜,250 kcal,머위된장나물,35,,,,,,,,,팽이가쯔오장국,120,미니버거,250,콩나물냉채,100,,,치커리무침,25,,,,,,,,,새알만두국,250 kcal
,"콩가루배추된장국,150 kcal",,삼치된장구이,320 kcal,고등어조림,320 kcal,도라지생채,30,,,,,,,,,쇠고기국,200,꽁치오븐구이,330,딸기생크림와플,350,,,스틱단무지/오렌지주스,50,,,,,,,,,콩가루배추된장국,150 kcal
,"북어해장국,320 kcal",,삼겹살구이,350 kcal,군만두,200 kcal,요플레,120,,,,,,,,,얼갈이국,150,감자만두,200,봄나물튀김,200,,,도라지생채,35,,,,,,,,,북어해장국,320 kcal
,"소고기샤브국,250 kcal",,훈제오리고추장볶음,350 kcal,꽁치한마리구이,320 kcal,아삭고추된장무침,30,,,,,,,,,미니잔치국수,300,옥수수스프,150,모듬소시지구이,350,,,방풍나물,30,,,,,,,,,소고기샤브국,250 kcal
,"차돌된장찌개,330 kcal",,삼치구이,320 kcal,맛살전,200 kcal,하와이안샐러드,80,,,,,,,,,김치순두부찌개,250,코다리조림,280,브로컬리오징어숙회,250,,,양배추샐러드/음료,50,,,,,,,,,차돌된장찌개,330 kcal
,"김치두부국,250 kcal",,찹쌀밥,250 kcal,굴비구이,350 kcal,영양부추생채,25,,,,,,,,,달래된장국,220,치즈닭갈비,350,크림새우,400,,,오이무침/바나나,50,,,,,,,,,김치두부국,250 kcal
,"매운소고기국,280 kcal",,양장피잡채,320 kcal,물파래전,150 kcal,부추생채/양파절임,30,,,,,,,,,꼬지어묵국,150,임연수엿장조림,250,카레감자채볶음,250,,,아이스슈,200,,,,,,,,,매운소고기국,280 kcal
,"우묵냉국,50 kcal",,오징어굴소스볶음,320 kcal,닭가슴살장조림,120 kcal,머위대들깨볶음,70,,,,,,,,,매운소고기무국,200,팝콘치킨*데리야끼소스,300,핫도그&케찹,350,,,깻잎양념찜,40,,,,,,,,,우묵냉국,50 kcal
,"올챙이만두국,250 kcal",,파스타샐러드,300 kcal,오이달래무침,50 kcal,양념깻잎지,35,,,,,,,,,떡국,350,부추만두,200,펜네베이컨샐러드,200,,,두반장가지볶음,40,,,,,,,,,올챙이만두국,250 kcal
,"들깨시락국,180 kcal",,돈육보쌈,350 kcal,부추만두,200 kcal,미나리오이무침,30,,,,,,,,,미니국수,300,닭데리야끼조림,350,해물김치전,300,,,바나나와플/단무지,150,,,,,,,,,들깨시락국,180 kcal
,"맑은순두부국,200 kcal",,해물까스*칠리소스,450 kcal,감자채전,180 kcal,양배추*쌈,20,,,,,,,,,스프,180,탄두리치킨,350,블루베리드레싱샐러드,150,,,마늘빵/음료,150,,,,,,,,,맑은순두부국,200 kcal
,"꽃게된장찌개,300 kcal",,소고기불고기,300 kcal,버섯구이*발사믹D,120 kcal,고추지,25,,,,,,,,,두부김치국,250,웨지감자,150,시리얼과일샐러드,150,,,도라지채무침,35,,,,,,,,,꽃게된장찌개,300 kcal
,"우거지된장국,200 kcal",,표고버섯탕수육,400 kcal,시금치프리타타,150 kcal,청경채사과생채,35,,,,,,,,,무청된장국,150,풋고추튀김,100,동그랑땡계란부침,250,,,참나물땅콩가루무침,40,,,,,,,,,우거지된장국,200 kcal
,"우동국,150 kcal",,주꾸미굴소스볶음,280 kcal,계란장조림,150 kcal,오이지무침,25,,,,,,,,,초계국수,450,꽁치구이,330,햄감자채볶음,250,,,피클/피크닉,50,,,,,,,,,우동국,150 kcal
,"옥수수스프,120 kcal",,단호박장조림,320 kcal,견과류조림,180 kcal,모둠쌈/씨앗쌈장,40,,,,,,,,,동태탕,250,비빔야채만두,200,두부오꼬노미야끼,220,,,오이지무침,15,,,,,,,,,옥수수스프,120 kcal
,"굴미역국,150 kcal",,감자프리타타,280 kcal,곤약야채무침,50 kcal,치커리사과생채,35,,,,,,,,,소고기매운무국,200,유자청제육볶음,300,왕만두,350,,,꽃상추무침,25,,,,,,,,,굴미역국,150 kcal
,"감자양파국,150 kcal",,꽁치구이,350 kcal,생선까스*타르소스,350 kcal,양배추쌈*양념장,35,,,,,,,,,차돌된장찌개,300,안동찜닭,350,야채비빔만두,300,,,비름나물,30,,,,,,,,,감자양파국,150 kcal
,"크림스프,200 kcal",,쇠불고기/잡채,300 kcal,카레감자채볶음,180 kcal,미역줄기볶음,30,,,,,,,,,시래기들개탕,220,돈육모듬장조림,350,고구마범벅,200,,,오렌지주스,80,,,,,,,,,크림스프,200 kcal
,"미니짬뽕,220 kcal",,개성감자만두,250 kcal,맛살계란찜,150 kcal,청경채겉절이,25,,,,,,,,,브로컬리크림스프,180,타코야끼,250,순대야채볶음,300,,,무초절이,15,,,,,,,,,미니짬뽕,220 kcal
,"대파육개장*칼국수,350 kcal",,코다리조림,320 kcal,감자프리타타,150 kcal,단무지/사과,35,,,,,,,,,맑은연두부탕,150,브로컬리크림스프,150,해라피겨자채,120,,,사과맛살초무침,30,,,,,,,,,대파육개장*칼국수,350 kcal
,"미소시루,90 kcal",,돈육피망볶음,320 kcal,콥샐러드,200 kcal,우엉조림,70,,,,,,,,,북어해장국,500,주꾸미굴소스볶음,250,생과일플레인샐러드,150,,,비트무피클,20,,,,,,,,,미소시루,90 kcal
,"대구탕,300 kcal",,생선까스&탈탈소스,450 kcal,모듬소세지볶음,320 kcal,모듬양채쌈,40,,,,,,,,,사과오이냉국,120,고구마오븐구이,220,해물까스*칠리소스,400,,,해파리겨자채,25,,,,,,,,,대구탕,300 kcal
,"조갯살무국,180 kcal",,닭볶음탕,320 kcal,어묵꽈리고추볶음,150 kcal,천도복숭아,50,,,,,,,,,해물짬뽕국,500,돈육간장강정,350,오징어튀김,300,,,과일샐러드/단무지,80,,,,,,,,,조갯살무국,180 kcal
,"갈비탕,400 kcal",,명태코다리조림,320 kcal,해물부추전,220 kcal,얼갈이된장무침,30,,,,,,,,,건새우아욱된장국,220,후르츠탕수육,400,자기계발의날,0,,,건파래무침,30,,,,,,,,,갈비탕,400 kcal
,"우렁된장찌개,250 kcal",,간장마늘치킨,450 kcal,감자비엔나볶음,220 kcal,시래기조림,50,,,,,,,,,김치어묵국,180,오징어초무침,120,샐러드/피클,100,,,가지무침,35,,,,,,,,,우렁된장찌개,250 kcal
,"경상도식소고기국,220 kcal",,양파치킨,450 kcal,떡볶이,300 kcal,호박잎/양배추쌈*쌈장,40,,,,,,,,,황태해장국,500,수제칠리핫도그,300,오징어브로컬리,250,,,무나물,15,,,,,,,,,경상도식소고기국,220 kcal
,"순대국밥,350 kcal",,오징어돈육볶음,320 kcal,비빔야채만두,200 kcal,셀프무쌈말이,40,,,,,,,,,얼큰소고기무국,200,오징어튀김,300,옥수수샐러드,150,,,고구마범벅/무피클,120,,,,,,,,,순대국밥,350 kcal
,"꽃게된장국,300 kcal",,명태코다리강정,400 kcal,곤약흑임자무침,50 kcal,검정콩조림,120,,,,,,,,,(쌀:국내산),200,돈가스또띠아,400,닭살겨자냉채,220,,,검정콩조림,80,,,,,,,,,꽃게된장국,300 kcal
,"미니우동,150 kcal",,과일탕수육,450 kcal,동그랑땡구이,220 kcal,고구마줄기볶음,50,,,,,,,,,짬뽕국,500,감자치즈오븐구이,220,모둠과일,150,,,깻순나물,30,,,,,,,,,미니우동,150 kcal
,"홍초콩나물국,120 kcal",,가래떡돼지갈비찜,400 kcal,두부양념조림,120 kcal,호박나물,30,,,,,,,,,만두국,350,훈제오리떡볶음,350,올방개묵무침,120,,,매실주스,80,,,,,,,,,홍초콩나물국,120 kcal
,"전복장각삼계탕,420 kcal",,매콤미니함박,320 kcal,해물겨자냉채,80 kcal,요플레/오복지,120,,,,,,,,,해물칼국수,450,짜장면,400,매운어묵볶음,200,,,야채스틱/과일,80,,,,,,,,,전복장각삼계탕,420 kcal
,"소고기당면국,250 kcal",,돈육볶음,320 kcal,두부계란구이,150 kcal,온두부,60,,,,,,,,,매운콩나물국,150,김치두루치기,300,흑임자샐러드,150,,,양배추피클,30,,,,,,,,,소고기당면국,250 kcal
,"멸치국수,200 kcal",,치킨핑거*요거트소스,420 kcal,생야채&쌈장,50 kcal,모듬묵*양념장,60,,,,,,,,,대구탕,200,고구마그라탕,220,두부카프레제,220,,,무비트생채/음료,50,,,,,,,,,멸치국수,200 kcal
,"나주곰탕,400 kcal",,조기구이,350 kcal,간장두부조림,120 kcal,상추파무침,25,,,,,,,,,쑥된장국,150,홍시드레싱샐러드,100,모둠묵샐러드,150,,,세발나물/과일,60,,,,,,,,,나주곰탕,400 kcal
,"새우완자탕,220 kcal",,소고기장조림,320 kcal,오꼬노미야끼,220 kcal,미니케익/식혜,150,,,,,,,,,칼국수,450,꽁치김치찜,330,*자기계발의날*,0,,,무비트생채,30,,,,,,,,,새우완자탕,220 kcal
,"대구지리탕,300 kcal",,류산슬,320 kcal,모둠버섯구이,120 kcal,얼갈이생채,25,,,,,,,,,나가사키짬뽕국,500,돈육계란장조림,300,오꼬노미야끼계란말이,220,,,영양부추생채,30,,,,,,,,,대구지리탕,300 kcal
,"제첩두부국,180 kcal",,양념치킨,450 kcal,메밀전,180 kcal,해파리겨자채,30,,,,,,,,,물만두국,350,크림스프,150,키위드레싱샐러드,150,,,시래기지짐,100,,,,,,,,,제첩두부국,180 kcal
,"쌀국수(숙주들어감),250 kcal",,코다리양념조림,320 kcal,닭살냉채,120 kcal,콩나물파채/상추쌈,40,,,,,,,,,해물손수제비,400,훈제오리구이,250,건새우마늘쫑볶음,180,,,오복지/귤,60,,,,,,,,,쌀국수(숙주들어감),250 kcal
,"버섯들깨국,200 kcal",,안동찜닭,350 kcal,소세지오븐구이,320 kcal,봄동겉절이,25,,,,,,,,,건새우아욱국,150,굴비구이,330,참치야채전,250,,,풋마늘초무침,25,,,,,,,,,버섯들깨국,200 kcal
,"왕갈비탕,420 kcal",,닭매운찜,320 kcal,오징어브로컬리*초장,120 kcal,과일샐러드,80,,,,,,,,,장각닭죽,450,국물떡볶이,300,꽈리고추찜,200,,,감자튀김/피클,120,,,,,,,,,왕갈비탕,420 kcal
,"냉메밀소바,120 kcal",,수제돈까스*칠리소스,450 kcal,꽈리고추어묵조림,150 kcal,가지무침,40,,,,,,,,,메밀국수,400,시저샐러드,250,코다리강정,280,,,수제피클/사과,50,,,,,,,,,냉메밀소바,120 kcal
,"아욱수제비국,200 kcal",,콩나물제육볶음,320 kcal,쌈&야채스틱,50 kcal,물미역*초장,20,,,,,,,,,부대찌개&쫄면사리,550,매운닭찜,350,궁중떡볶이,300,,,과일샐러드,80,,,,,,,,,아욱수제비국,200 kcal
,"열무물국수,150 kcal",,완자전,300 kcal,모듬묵양념장,120 kcal,단호박범벅,60,,,,,,,,,가쓰오장국,120,고등어자반찜,330,고등어조림,280,,,검정콩조림/귤,100,,,,,,,,,열무물국수,150 kcal
,"유부주머니된장국,200 kcal",,삼치데리야끼,350 kcal,볼어묵볶음,150 kcal,김구이*달래간장,45,,,,,,,,,백종원의,0,연근/고구마튀김,200,가정의날,0,,,오이도라지무침,35,,,,,,,,,유부주머니된장국,200 kcal
,"들깨수제비,220 kcal",,깐풍육,430 kcal,탕수만두,250 kcal,오이미역무침,25,,,,,,,,,뼈없는감자탕,500,돈육고추장볶음,350,삼치된장구이,280,,,올방개묵무침,40,,,,,,,,,들깨수제비,220 kcal
,"미역미소시루,90 kcal",,생야채,150 kcal,오꼬노미야끼계란말이,200 kcal,상추쑥갓생채,30,,,,,,,,,두부미소된장국,220,모둠튀김*칠리소스,250,모둠버섯구이,180,,,호빵/오렌지주스,150,,,,,,,,,미역미소시루,90 kcal
,"매콤콩나물국,150 kcal",,삼치양념구이,320 kcal,모듬묵샐러드,80 kcal,파채콩나물무침,40,,,,,,,,,굴미역국,150,후르츠탕수육(황도),400,풍기샐러드,150,,,무쌈말이,30,,,,,,,,,매콤콩나물국,150 kcal
,"냉모밀국수,120 kcal",,갈치양념조림,320 kcal,고등어구이,320 kcal,파래김*양념,50,,,,,,,,,조갯살아욱국,150,봄나물튀김,220,파스타샐러드,180,,,치커리생채,25,,,,,,,,,냉모밀국수,120 kcal
,"오이사과냉국,70 kcal",,동태포전,300 kcal,비엔나케찹조림,220 kcal,오이무침/식혜,25,,,,,,,,,나가사끼짬뽕국*라면,550,케이준치킨샐러드,180,콥샐러드,200,,,미역무침,35,,,,,,,,,오이사과냉국,70 kcal
,"팽이무국,150 kcal",,해물까스,450 kcal,메밀전병만두,200 kcal,매운콩나물무침,35,,,,,,,,,감자만두국,350,동태포전,180,닭살냉채,220,,,고추장멸치볶음,90,,,,,,,,,팽이무국,150 kcal
,"대파육개장,350 kcal",,꽁치레몬구이,350 kcal,김치제육볶음,250 kcal,세발나물무침,25,,,,,,,,,황태미역국,150,레몬탕수육,400,메밀전,250,,,탕평채,40,,,,,,,,,대파육개장,350 kcal
,"동태알탕,280 kcal",,모듬장조림,350 kcal,궁중떡찜,300 kcal,아삭고추무침/귤,35,,,,,,,,,홍합무우국,150,쇠고기야채볶음,300,감자만두/샐러드,300,,,마늘바게트/샐러드,150,,,,,,,,,동태알탕,280 kcal
,"물만두국,220 kcal",,돈육고추장불고기,320 kcal,모둠쌈,50 kcal,도라지오이무침,30,,,,,,,,,다슬기아욱국,150,표고버섯탕수육,250,컬리플라워샐러드,150,,,바나나/오복지,100,,,,,,,,,물만두국,220 kcal
,"한방설렁탕,400 kcal",,돼지갈비찜/잡채,400 kcal,마파두부,300 kcal,청경채사과무침,35,,,,,,,,,근대두부된장국,220,소고기버섯볶음,300,멸치아몬드볶음,180,,,쨔샤이무침/음료,50,,,,,,,,,한방설렁탕,400 kcal
,"맑은콩나물국,120 kcal",,김치전,300 kcal,메밀부추전,180 kcal,콩조림,80,,,,,,,,,우삼겹부대찌개,550,삼치양념찜,280,볼어묵곤약볶음,200,,,야채스틱/방울토마토,50,,,,,,,,,맑은콩나물국,120 kcal
,"건새우무채국,150 kcal",,생선가스*칠리소스,450 kcal,쇠고기잡채,250 kcal,보름나물/구이김,35,,,,,,,,,유부된장국,150,모듬장조림(소고기),350,골뱅이무침&소면,250,,,호박채나물,30,,,,,,,,,건새우무채국,150 kcal
,"콩가루배춧국,150 kcal",,김치제육볶음,320 kcal,도라지오이무침,100 kcal,단배추나물/치킨무,35,,,,,,,,,전주식콩나물국,120,돈육칠리강정,350,늙은호박전,250,,,오이사과무침,30,,,,,,,,,콩가루배춧국,150 kcal
,"장각삼계탕,420 kcal",,닭데리야끼구이,350 kcal,들깨버섯무침,120 kcal,시래기지짐,40,,,,,,,,,얼큰동태탕,250,함박스테이크,300,오징어젓무침,120,,,바나나/락교,90,,,,,,,,,장각삼계탕,420 kcal
,"김치우동,200 kcal",,치킨핑거*요거트드레싱,420 kcal,사각어묵볶음,150 kcal,청경채나물,30,,,,,,,,,삼선짬뽕국*칼국수,550,닭겨자냉채,250,마제소바,350,,,미역초무침,35,,,,,,,,,김치우동,200 kcal
,"호박맑은국,150 kcal",,새우까스*탈탈소스,450 kcal,두부오꼬노미야끼,200 kcal,흑임자연근샐러드,90,,,,,,,,,모듬어묵탕,150,새우까스*칠리소스,400,비엔나감자구이,250,,,고구마순나물,50,,,,,,,,,호박맑은국,150 kcal
,"해물수제비국,250 kcal",,쇠고기모듬장조림,350 kcal,고구마그라탕,250 kcal,오복지,25,,,,,,,,,소고기된장찌개,250,모둠튀김*초간장,250,녹두전,250,,,콩나물무침/음료,50,,,,,,,,,해물수제비국,250 kcal
,"황태미역국,180 kcal",,치즈함박스테이크,350 kcal,곤약어묵볶음,150 kcal,취나물무침,30,,,,,,,,,돼지국밥,550,소고기불고기,300,웨지감자/피클,200,,,오이무침/음료,50,,,,,,,,,황태미역국,180 kcal
,"호박된장찌개,180 kcal",,등갈비김치말이,400 kcal,해물까스,350 kcal,시저샐러드,150,,,,,,,,,해물순두부국,250,간장치킨,350,소세지볶음,250,,,치커리유자청무침,25,,,,,,,,,호박된장찌개,180 kcal
,"우거지국,150 kcal",,새우까스*칠리소스,450 kcal,골뱅이무침,250 kcal,양파절임/쌈무,25,,,,,,,,,스팸김치찌개,250,콩나물불고기,250,꽈리고추어묵볶음,200,,,시금치초무침,35,,,,,,,,,우거지국,150 kcal
,"짜글이돼지찌개,300 kcal",,메추리알조림,320 kcal,황태양념구이,300 kcal,청경채새송이볶음,60,,,,,,,,,유부주머니된장국,150,꽁치김치말이,330,셀프무쌈말이,150,,,무피클/오렌지,50,,,,,,,,,짜글이돼지찌개,300 kcal
,"뼈없는감자탕,400 kcal",,야채튀김,300 kcal,맛살냉채,100 kcal,상추부추생채,30,,,,,,,,,매운계란파국,150,돈삼겹보쌈,400,해물떡볶이,300,,,머위순나물,30,,,,,,,,,뼈없는감자탕,400 kcal
,"북어채국,150 kcal",,순대볶음,320 kcal,떡잡채,250 kcal,도라지무침,30,,,,,,,,,고기짬뽕국,500,등갈비바베큐조림,400,양배추샐러드,150,,,청포도,60,,,,,,,,,북어채국,150 kcal
,"맑은버섯육개장,250 kcal",,돈육간장강정,400 kcal,두부*김치볶음,180 kcal,무쌈/양파절임,30,,,,,,,,,우동국물,100,양념갈비찜,400,무쌈/부추생채,100,,,김자반볶음,50,,,,,,,,,맑은버섯육개장,250 kcal
